,text,sentiment,transformed_text
5668,Idoso do desafio do andador faz 100 anos e recebe 140...,1,idos desafi and faz 100 ano receb 140
5669,"Wuhan, onde começou pandemia, zerou número de internados: covid",1,wuhan ond comec pandem zer numer intern covid
5670,Bebê de 6 meses vence covid e enfermeiros choram de alegria:...,1,beb 6 mes venc covid enferm chor alegr :...
5671,Fenômeno faz golfinhos brilharem à noite em praia da Califórnia: vídeo,1,fenomen faz golf brilh noit prai californ vide
5672,"Quase 750 mil venceram a covid no mundo, 26 mil no...",1,quas 750 venc covid mund 26
5673,Pela 1ª vez Itália tem mais recuperados que novos casos de...,1,vez ital recuper nov cas
5674,Zoólogo registra água-viva nos canais de Veneza. Vídeo,1,zoolog registr agu viv canal ven vide
5675,Nova York libera casamentos por videoconferência: covid,1,nov york lib cas videoconferenc covid
5676,Fenômeno reaparece e praia de Acapulco brilha após 60 anos: covid,1,fenomen reaparec prai acapulc brilh apo 60 ano covid
5677,Casal de idosos inseparável até no hospital vence covid junto,1,casal idos insepara hospit venc covid junt
5678,Coronavírus: Itália e Alemanha dão sinais de que o pior já...,1,coronaviru ital alemanh dao sinal pi
5679,"Grávida em coma por covid tem bebê, acorda e abraça filha...",1,grav com covid beb acord abrac filh
5680,Suíça projeta bandeiras de países em montanha mais alta: covid,1,suic projet bande pais montanh alt covid
5681,Dalai Lama pede mais compaixão do que oração pra enfrentar coronavírus,1,dal lam ped compaixa oraca pra enfrent coronaviru
5682,Países governados por mulheres têm melhores resultados sobre covid: Forbes,1,pais govern mulh melhor result sobr covid forb
5683,"Mãe com covid, que deu à luz em coma, segura o...",1,mae covid deu luz com segur
5684,1º abraço do casal de idosos que venceu a covid emociona...,1,abrac casal idos venc covid emoc
5685,Políticos reduzem próprios salários em 20% na Nova Zelândia: covid,1,poli reduz propri salari 20 nov zeland covid
5686,Foto de carinho entre casal de enfermeiros heróis faz refletir: covid,1,fot car casal enferm heroil faz reflet covid
5687,Sobe para meio milhão o número de recuperados da covid no...,1,sob mei milha numer recuper covid
5688,1ª a tomar vacina experimental contra covid diz como está após...,1,tom vacin experiment contr covid diz apo
5689,Melhores amigos se abraçam após 2 meses de isolamento: emoção,1,melhor amig abrac apo 2 mes isol emoca
5690,Isolamento deixa montanhas do Himalaia visíveis pela 1ª vez em 30...,1,isol deix montanh himala visivel vez 30
5691,Papa pede “coragem” e “esperança” na vigília da Páscoa: covid,1,pap ped corag esperanc vigil pasco covid
5692,Sobe para 400 mil o número de recuperados da covid no...,1,sob 400 numer recuper covid
5693,Mãe abraça filha enfermeira do front da covid-19 enrolada em lençol,1,mae abrac filh enferm front covid 19 enrol lencol
5694,Casal substitui convidados por figuras de papelão pra não cancelar casamento,1,casal substitu convid figur papela pra cancel cas
5695,Garoto cria protetor de orelha para máscaras e doa a médicos...,1,garot cri prote orelh masc doa medic
5696,"China suspende isolamento em Wuhan após 76 dias, com festa",1,chin suspend isol wuhan apo 76 dia fest
5697,Quase 350 mil pessoas já se recuperaram da covid-19 no mundo,1,quas 350 pesso recuper covid 19 mund
5698,Bill Gates constrói 7 fábricas pra acelerar produção de vacinas: covid-19,1,bill gat constro 7 fabr pra aceler produca vacin covid 19
5699,Idosa de 104 com covid-19 é a sobrevivente mais velha do...,1,idos 104 covid 19 sobreviv velh
5700,Miss e primeiro-ministro voltam a trabalhar como médicos: covid-19,1,mis prim ministr volt trabalh medic covid 19
5701,Cientistas associam vacinação da BCG a menos casos de coronavírus: estudo,1,cient assoc vacinaca bcg menos cas coronaviru estud
5702,Irlanda cria robô que mata vírus e reduz infecção hospitalar: covid-19,1,irland cri rob mat viru reduz infecca hospital covid 19
5703,Começa a cair número de mortos por dia na Itália e...,1,comec cair numer mort dia ital
5704,"Pink doa R$ 5,3 milhões após se recuperar da Covid-19 com...",1,pink doa r 5 3 milho apo recuper covid 19
5705,Jogadores da NBA recuperados da covid-19 doam sangue para nova terapia,1,jog nba recuper covid 19 do sang nov terap
5706,Rússia envia avião com medicamentos para EUA: unidos pela pandemia,1,russ env avia medic eua unid pandem
5707,200 mil pessoas já venceram o coronavírus no mundo: ranking,1,200 pesso venc coronaviru mund ranking
5708,Aluna cria máscaras especiais para deficientes auditivos: coronavirus,1,alun cri masc espec defici audi coronaviru
5709,Cientista americano usa anticorpos da SARS pra matar coronavírus,1,cient americ usa anticorp sar pra mat coronaviru
5710,Johnson & Johnson vai fabricar 1 bilhão de vacinas contra coronavírus,1,johnson johnson fabric 1 bilha vacin contr coronaviru
5711,Veja o que o telescópio Hubble registrou no dia do seu...,1,vej telescopi hubbl registr dia
5712,Reino Unido paga 80% dos salários dos britânicos pra evitar demissões,1,rein unid pag 80 salari britan pra evit demisso
5713,Bebê e idosa de 102 se recuperam do coronavírus e animam...,1,beb idos 102 recup coronaviru anim
5714,Labrador treinado conforta profissionais de saúde que atendem covid-19,1,labr trein confort profiss saud atend covid 19
5715,Vovó de 84 passa 8 horas por dia costurando máscaras pra...,1,vov 84 pass 8 hor dia costur masc pra
5716,156 mil pessoas já se recuperaram do coronavírus: ranking dos países,1,156 pesso recuper coronaviru ranking pais
5717,Profissional de saúde com coronavírus é aplaudida ao deixar UTI: vídeo,1,profiss saud coronaviru aplaud deix uti vide
5718,Xiaomi lança boné com laser que promete tratar calvície,1,xiaom lanc bon las promet trat calvici
5719,Idoso de 101 é o novo curado do coronavírus na Itália,1,idos 101 nov cur coronaviru ital
5720,Paramédicos judeu e muçulmano oram juntos e emocionam: coronavírus,1,paramed jud muculm or junt emocion coronaviru
5721,Jogador de 23 do Ajax acorda do coma após quase 3...,1,jog 23 ajax acord com apo quas 3
5722,"Sozinho na Praça São Pedro, Papa pede proteção ao mundo: coronavírus",1,so prac pedr pap ped proteca mund coronaviru
5723,Coronavírus faz “milagre” e une palestinos e israelenses contra doença,1,coronaviru faz milagr une palestin israel contr doenc
5724,Países ricos injetam US$ 5 trilhões pra salvar economia durante pandemia,1,pais ric injet us 5 trilho pra salv econom dur pandem
5725,Supercomputador identifica moléculas que podem tratar covid 19,1,supercomput identif molecul pod trat covid 19
5726,100 mil se recuperaram: 8 notícias boas sobre coronavírus no mundo,1,100 recuper 8 notic boa sobr coronaviru mund
5727,Walmart e Amazon vão contratar quem está sendo demitido,1,walmart amazon contrat send demit
5728,Finlândia é eleita país mais feliz do mundo pela 3ª vez:...,1,finland eleit pal feliz mund 3a vez :...
5729,10 notícias boas sobre o coronavírus no mundo,1,10 notic boa sobr coronaviru mund
5730,Vovó italiana de 95 está curada da Covid 19: “vou pra...,1,vov itali 95 cur covid 19 vou pra
5731,Canadá não cobrará água e luz e Reino Unido pagará 80%...,1,can cobr agu luz rein unid pag 80 %...
5732,"Após golfinhos, peixes voltam à costa da Itália: quarentena",1,apo golf peix volt cost ital quarenten
5733,EUA e Canadá reacendem luzes de Natal: “esperança” contra Coronavírus,1,eua can reacend luz natal esperanc contr coronaviru
5734,China zera transmissão local de coronavírus pela 1ª vez,1,chin zer transmissa local coronaviru vez
5735,Louis Vuitton para produção de perfumes e fabrica álcool em gel...,1,louil vuitton produca perfum fabr alcool gel
5736,1ª a receber vacina experimental contra coronavírus é uma mulher,1,receb vacin experiment contr coronaviru mulh
5737,"Idosa de 103 anos, curada do coronavírus, recebe alta na China:...",1,idos 103 ano cur coronaviru receb alt chin :...
5738,Proprietário não vai cobrar aluguel de inquilinos: coronavírus,1,proprietari cobr aluguel inquilin coronaviru
5739,Rei pede de aniversário que pessoas plantem árvores ou adotem animais,1,rei ped aniversari pesso plant arv adot animal
5740,Coronavírus: empresa suspende corte de energia por falta de pagamento,1,coronaviru empr suspend cort energ falt pag
5741,Prótese ultraprecisa controlada pela mente: “é como ter a mão de...,1,protes ultraprecis control ment ter mao
5742,Cão que salvou menino em estado grave concorre a prêmio,1,cao salv menin est grav concorr premi
5743,Volta a enxergar menina que ficou cega após convulsão ligada à...,1,volt enxerg menin fic ceg apo convulsa lig
5744,A superlua já está “maior” e mais brilhante no céu,1,superlu mai brilh ceu
5745,Cia aérea permite que cães-guia viajem ao lado dos donos,1,cia aere permit cae gui viaj lad don
5746,Viagem de SP à Nova Iorque será de 1 hora com...,1,viag sp nov iorqu 1 hor
5747,Tem superlua este mês: maior e mais brilhante,1,superlu me mai brilh
5748,Escócia será 1º país a distribuir absorventes menstruais de graça,1,escoc pal distribu absorv menstr grac
5749,1º país dá transporte público gratuito para melhorar trânsito,1,pal transport publ gratuit melhor transit
5750,Sai da área de guerra pai sírio que brincava com filha...,1,sai are guerr pai siri brinc filh
5751,Bebê que nasceu com coronavírus é declarado livre da doença,1,beb nasc coronaviru declar livr doenc
5752,Veterinária faz asas novas para papagaio mutilado voar,1,veterin faz asa nov papagai mutil vo
5753,Cão desaparecido há 13 anos volta pra casa. Estava a 400...,1,cao desaparec 13 ano volt pra cas 400
5754,Mergulhadores nadam com anaconda de 7 metros. Assista,1,mergulh nad anacond 7 metr assist
5755,Modelo down comemora sucesso na New York Fashion Week. Vídeo,1,model down comem sucess new york fashion week vide
5756,Time inglês é o 1º a adaptar treinos ao ciclo menstrual...,1,tim ingl adapt trein cicl menstr
5757,Paciente toca violino na cirurgia e médicos retiram tumor cerebral,1,paci toc violin cirurg medic ret tumor cerebr
5758,MIT cria fralda inteligente que avisa quando bebê faz xixi,1,mit cri frald intelig avis beb faz xix
5759,10 ensinamentos do homem mais rico do mundo para negócios,1,10 ensin hom ric mund negoci
5760,Cachorrinha salva do piche por voluntários está irreconhecível,1,cachorr salv pich voluntari irreconheci
5761,Dono da Amazon doa US$ 10 bi para combate às mudanças...,1,don amazon doa us 10 bi combat mudanc
5762,Jackie Chan oferece R$ 620 mil para cura do coronavirus,1,jacki chan oferec r 620 cur coronaviru
5763,Miss Alemanha acaba com desfile de biquini e idade limite é...,1,mis alemanh acab desfil biquin idad limit
5764,Pai dá curso de penteados para ficar mais com a filha...,1,pai curs pente fic filh
5765,Pesquisadores acham sementes de 2 mil anos e revivem árvore romana,1,pesquis ach sement 2 ano reviv arvor roman
5766,Filhotes de leão branco nascem em zoo que preserva espécies em...,1,filhot lea branc nasc zoo preserv especi
5767,Programa barato forma presos na universidade e só 2% voltam ao...,1,program barat form pres univers 2 volt
5768,"Austrália anuncia que incêndios estão controlados, após chuva forte",1,austral anunc incendi control apo chuv fort
5769,Segredo do homem mais velho do mundo: “sorrir e não ter...,1,segred hom velh mund sorr ter
5770,Coronavírus: China entrega 2º hospital construído em 10 dias,1,coronaviru chin entreg 2o hospit constru 10 dia
5771,Astronauta Christina chega à terra após bater recorde feminino no espaço,1,astron christin cheg terr apo bat record feminin espac
5772,Filme sobre David Bowie já está sendo gravado: Stardust,1,film sobr david bowi send grav stardust
5773,Pai que recebeu medula do filho está livre do câncer e...,1,pai receb medul filh livr canc
5774,Estado paga R$ 2 mil para donos trocarem grama por flores...,1,est pag r 2 don troc gram fl
5775,"Perfume de rosas melhora aprendizado em 30%, diz estudo",1,"perfum ros melhor aprend 30 %, diz estud"
5776,Mulher de Kobe Bryant anuncia fundo para ajudar vítimas do acidente,1,mulh kob bryant anunc fund ajud vit acid
5777,Sobrevivente de câncer de útero que não podia ter filhos dá...,1,sobreviv canc uter pod ter filh
5778,"Rapaz vende tudo, viaja o mundo com furão e vence depressão",1,rapaz vend tud viaj mund fura venc depressa
5779,Quer morar na Itália? Cidade vende casas por R$ 5,1,qu mor ital cidad vend cas r 5
5780,Biólogo cria sacola que cai no mar e vira comida para...,1,biolog cri sacol cai mar vir com
5781,"Precisamos respirar notícias boas, pede Papa em Dia Mundial das Comunicações",1,precis respir notic boa ped pap dia mund comunicaco
5782,Países menos corruptos do mundo: veja o ranking,1,pais menos corrupt mund vej ranking
5783,Filha encontra pai biológico após 56 anos com aviso do Facebook,1,filh encontr pai biolog apo 56 ano avis facebook
5784,Gêmeas separadas na maternidade se encontram após 15 anos no Twitter,1,geme separ matern encontr apo 15 ano twitt
5785,Pesquisa elege o melhor país para se viver em 2020,1,pesquis eleg melhor pal viv 2020
5786,Jovem abriga em casa cangurus órfãos após incêndios na Austrália: vídeo,1,jov abrig cas canguru orfa apo incendi austral vide
5787,Chuva cai pelo 2º dia e ajuda bombeiros a apagar fogo...,1,chuv cai 2o dia ajud bomb apag fog
5788,Papa nomeia 1ª mulher para cargo no governo do Vaticano,1,pap nome mulh carg govern vatic
5789,EUA criam primeiro robô “vivo”. Ele se regenera sozinho,1,"eua cri prim rob viv "". regen so"
5790,Fazenda urbana sustentável é construída em telhado de universidade,1,fazend urban sustenta constru telh univers
5791,Combustível feito com algas abastece carro na Europa,1,combusti feit alg abastec carr europ
5792,Helicópteros jogam legumes e alimentam animais na Austrália: vídeo,1,helicopter jog legum aliment animal austral vide
5793,Homem escreve SOS na neve e é resgatado após 3 semanas:...,1,hom escrev so nev resgat apo 3 seman :...
5794,Ópera de Sydney homenageia bombeiros australianos,1,oper sydney homenage bomb australi
5795,Livre do câncer menino é aplaudido por colegas na escola: vídeo,1,livr canc menin aplaud coleg escol vide
5796,"Dores físicas e mentais diminuem em quem ajuda os outros, mostra...",1,dor fisic ment diminu ajud outr mostr
5797,Governo vai plantar 1 milhão de árvores para proteger Machu Picchu,1,govern plant 1 milha arv proteg machu picchu
5798,Bilionário japonês vai doar R$ 36 milhões a seguidores do Twitter:...,1,bilionari japon do r 36 milho segu twitt :...
5799,Fotógrafa registra renascimento de florestas devastadas na Austrália,1,fotograf registr renasc florest devast austral
5800,Mãe tem gêmeos duas vezes no mesmo ano: raridade,1,mae geme dua vez ano raridad
5801,Harry e Meghan se afastam da realeza e anunciam entidade beneficente,1,harry meghan afast real anunc entidad benefic
5802,Tem eclipse penumbral da Lua nesta sexta-feira,1,eclips penumbr lua nest sext feir
5803,Vovô realiza sonho de esquiar aos 92 anos. Vídeo,1,vov realiz sonh esqui 92 ano vide
5804,Planeta habitável do tamanho da terra é descoberto pela Nasa,1,planet habita tamanh terr descobert nas
5805,Jovens engenheiros criam máquina que transforma ar em água potável,1,jov engenh cri maquin transform ar agu potavel
5806,2020 com pé direito: casal ganha na loteria e tem filho...,1,2020 pe direit casal ganh lot filh
5807,Portugal é eleito melhor país para se aposentar: ranking 10+,1,portug eleit melhor pal aposent ranking 10
5808,Maior chuva de estrelas cadentes será esta noite,1,mai chuv estrel cadent noit
5809,Estudante cria armadura que reduz radiação em tratamento de câncer,1,estud cri armad reduz radiaca trat canc
5810,Garoto dá tênis a menino que jogava basquete descalço. Viraram amigos,1,garot tenil menin jog basquet descalc vir amig
5811,Papa pede mais conversa e menos celular durante as refeições,1,pap ped convers menos celul dur refeico
5812,Canadá abre 300 vagas para brasileiros: trabalho e estudo,1,can abr 300 vag trabalh estud
5813,Primeiro avião elétrico é testado com sucesso no Canadá,1,prim avia eletr test sucess can
5814,Principe Harry vira Papai Noel e grava mensagem para crianças órfãs,1,princip harry vir pap noel gr mens crianc orf
5815,Natal terá eclipse parcial do Sol: “anel de fogo”: vídeo,1,"natal eclips parc sol anel fog "": vide"
5816,Novo outdoor purifica o ar: atrai poluentes e transforma em oxigênio,1,nov outdo purif ar atr polu transform oxigeni
5817,Homem paga contas atrasadas de 36 famílias pra evitar corte de...,1,hom pag cont atras 36 famil pra evit cort
5818,"Vídeo do Google traz palavras mais buscadas em 2019: heróis, superação...",1,vide googl traz palavr busc 2019 heroil superaca
5819,Menino ganha prótese inovadora e abraça irmão pela 1ª vez,1,menin ganh protes inov abrac irma vez
5820,Avon determina fim dos testes de produtos em animais,1,avon determin fim test produt animal
5821,Marido vira cadeira humana para esposa grávida a espera atendimento. Vídeo,1,marid vir cade human esp grav esper atend vide
5822,Garoto se emociona ao reencontrar cão perdido. Assista!,1,garot emoc reencontr cao perd assist
5823,Quer administrar redes sociais da Rainha Elizabeth? Salário R$ 250 mil,1,qu administr red soc rainh elizabeth salari r 250
5824,Melhores amigas se mudam para mesmo lar de idosos: rir juntas,1,melhor amig mud lar idos rir junt
5825,Médicos reanimam coração de doador morto para transplante,1,medic reanim coraca doad mort transpl
5826,Empresa abre 100 vagas para brasileiros trabalharem em Portugal,1,empr abr 100 vag trabalh portug
5827,Baleia gigante nada com surfistas na Califórnia. Assista!,1,bale gigant nad surf californ assist
5828,Greta Thunberg é eleita personalidade do ano pela Revista Time,1,gret thunberg eleit personal ano revist tim
5829,Pandas gêmeos nascidos em Berlim são apresentados: dois sonhos,1,pand geme nasc berlim apresent doi sonh
5830,Homem com Down comemora 77 anos e arruma namorada,1,hom down comem 77 ano arrum namor
5831,Papai Noel fala na língua de sinais com menina surda e...,1,pap noel fal lingu sinal menin surd
5832,Garotinho de 5 convida turma da escola pra audiência de adoção,1,garot 5 conv turm escol pra audienc adoca
5833,Sai ranking dos países mais generosos do mundo,1,sai ranking pais gener mund
5834,Irlanda tira moradores da rua e os transforma em guias de...,1,irland tir mor rua transform gui
5835,Mãe ‘acorda’ do coma para amamentar filha caçula,1,mae acord com amament filh cacul
5836,Cadeirante cruza chegada em maratona caminhando com exoesqueleto,1,cadeir cruz cheg maraton caminh exoesquelet
5837,Bombeiros comemoram chuva contra incêndios na Austrália: vídeo,1,bomb comemor chuv contr incendi austral vide
5838,Veja como proteger o endereço IP do seu computador na internet,1,vej proteg enderec ip comput internet
5839,Canguru grata abraça diariamente voluntários que a resgataram. Vídeo,1,canguru grat abrac di voluntari resgat vide
5840,"Filha ‘pede pizza’ e salva a mãe, vítima de violência doméstica",1,filh ped pizz salv mae vit violenc domes
5841,Socorrista pula no mar e salva criança após naufrágio: vídeo,1,socorr pul mar salv crianc apo naufragi vide
5842,Cão de guarda e girafa viram melhores amigos em lar de...,1,cao guard giraf vir melhor amig lar
5843,Homem que teve AVC volta a conversar depois de ver seu...,1,hom avc volt convers ver
5844,População de baleia jubarte sobe de 450 para 25 mil,1,populaca bale jubart sob 450 25
5845,Jovem transforma Garrafas PET em canoas para pescadores carentes,1,jov transform garraf pet cano pesc carent
5846,Menina autista que sofria bullying tem QI superior ao de Einstein,1,menin autist sofr bullying qi superi einstein
5847,Homem salta da cadeira de rodas pra salvar gato preso em...,1,hom salt cade rod pra salv gat pres
5848,Papa inaugura abrigo para necessitados em frente ao Vaticano,1,pap inaug abrig necessit frent vatic
5849,Papa almoça com 1.500 necessitados no Dia Mundial da Pobreza,1,pap almoc 1 500 necessit dia mund pobr
5850,Qual o dia certo para montar árvore de Natal em 2019?,1,dia cert mont arvor natal 2019
5851,Voluntários se unem e vão para as ruas limpar Veneza após...,1,voluntari un rua limp ven apo
5852,Dia Mundial da Gentileza: ser gentil pode prolongar sua vida,1,dia mund gentil ser gentil pod prolong vid
5853,Estudo de mudanças climáticas será obrigatório nas escolas italianas,1,estud mudanc clima obrigatori escol itali
5854,Gato herói salva bebê prestes a cair de escadaria. Vídeo,1,gat hero salv beb prest cair escad vide
5855,Colunas do carro atrapalham sua visão? Jovem de 14 resolveu o...,1,colun carr atrapalh visa jov 14 resolv
5856,Bailarina negra comemora chegada de sapatilhas com seu tom de pele,1,bailarin negr comem cheg sapatilh tom pel
5857,Rainha Elizabeth abandona pele de animais em roupas: exemplo de Meghan,1,rainh elizabeth abandon pel animal roup exempl meghan
5858,Jogadoras e jogadores da Seleção da Austrália terão salários iguais,1,jog jog seleca austral salari igual
5859,Fonoaudióloga ensina cão a ‘falar’: já aprendeu 29 palavras. Assista,1,fonoaudiolog ensin cao fal ': aprend 29 palavr assist
5860,Idosa reencontra judeus que escondeu e salvou de nazistas há 70...,1,idos reencontr jud escond salv nazist 70
5861,"Microsoft dá folga toda 6ª feira, reduz custos e aumenta produtividade",1,microsoft folg tod 6a feir reduz cust aument produt
5862,Roger Federer bate meta: educação e comida para 1 milhão de...,1,rog feder bat met educaca com 1 milha
5863,Homem ganha US$ 1 milhão na loteria pela segunda vez,1,hom ganh us 1 milha lot segund vez
5864,Homem reencontra família biológica após 30 anos de procura: vídeo,1,hom reencontr famil biolog apo 30 ano proc vide
5865,"Bebê acorda do coma e sorri para o pai, após 7...",1,beb acord com sorr pai apo 7
5866,Caminhões vão usar biogás do lixo que coletam no Canadá,1,caminho us biog lix colet can
5867,Jovem recebe resposta linda do novo dono do celular do pai...,1,jov receb respost lind nov don celul pai
5868,Padre dançarino surpreende e dança com torcida de escola. Vídeo,1,padr dancarin surpreend danc torc escol vide
5869,Garoto de 12 anos tem surpresa no último dia de quimio....,1,garot 12 ano surpr ult dia quimi ....
5870,App dá viagem de graça para quem vai fazer entrevista de...,1,app viag grac faz entrev
5871,"Noiva “que nunca mais andaria”, entra na igreja caminhando. Assista!",1,"noiv nunc and "", entr igrej caminh assist"
5872,"Um a um, jogadores de futebol levam rosas a garota com...",1,jog futebol lev ros garot
5873,Homem com câncer ganha quase R$ 800 mil na loteria,1,hom canc ganh quas r 800 lot
5874,Garotinha surda de nascença se emociona ao ouvir os pais pela...,1,garot surd nascenc emoc ouv pal
5875,Paul McCartney doa música contra testes em animais e vira desenho,1,paul mccartney doa music contr test animal vir desenh
5876,Britânicos voltam a comprar leite em garrafas de vidro: sustentável,1,britan volt compr leit garraf vidr sustenta
5877,Futuro dentista faz agradecimento ao pai com síndrome de down: apoio,1,futur dent faz agradec pai sindrom down apoi
5878,Namorados do colégio se reencontram 63 anos depois e se casam....,1,namor colegi reencontr 63 ano cas ....
5879,Toyota lança carro com inteligência artificial que sente emoção do motorista,1,toyot lanc carr inteligenc artific sent emoca motor
5880,"Garotinho com Down que acalma bebês, emociona e viraliza. Vídeo",1,garot down acalm beb emoc viraliz vide
5881,Professor abraça aluno armado e evita tragédia em escola dos EUA,1,profes abrac alun arm evit traged escol eua
5882,Idosa com demência lembra do marido na festa de 72 anos...,1,idos demenc lembr marid fest 72 ano
5883,Menina adotada faz declaração de amor para mãe e emociona: vídeo,1,menin adot faz declaraca am mae emoc vide
5884,Tem chuva de estrelas cadentes neste fim de semana,1,chuv estrel cadent nest fim seman
5885,Histórico: mulheres astronautas caminham pela 1ª vez no espaço. Assista!,1,histor mulh astron caminh vez espac assist
5886,Coca-Cola fabrica 1ª garrafa com plástico recolhido do mar,1,coc col fabr garraf plas recolh mar
5887,Moçambique proíbe casamento de adultos com crianças: trocadas por dinheiro,1,mocambiqu proib cas adult crianc troc dinh
5888,Ex-refugiado vira empresário e cria jogo pela paz,1,ex refugi vir empresari cri jog paz
5889,Trio leva Nobel de Economia por pesquisas que ajudam a reduzir...,1,tri lev nobel econom pesquis ajud reduz
5890,"Teddy, a 1ª modelo trans a estrelar campanha da Chanel",1,teddy model tr estrel campanh chanel
5891,"Após bullying, estilista de 13 ensina garotas a terem autoestima",1,apo bullying estil 13 ensin garot ter autoest
5892,Nobel da paz vai para primeiro-ministro da Etiópia,1,nobel paz prim ministr etiop
5893,Menina com paralisia se emociona ao andar pela primeira vez. Vídeo,1,menin paralis emoc and prim vez vide
5894,"Pela primeira vez, China consegue cultivar planta na lua",1,prim vez chin conseg cultiv plant lua
5895,Gatinha cega desaparecida há 8 anos é encontrada e reconhece donos,1,gat ceg desaparec 8 ano encontr reconhec don
5896,Engenheiro cria gel que adere à mata e previne incêndios florestais,1,engenh cri gel ader mat previn incendi florest
5897,Emma Watson lança canal para ajudar mulheres vítimas de assédio no...,1,emm watson lanc canal ajud mulh vit assedi
5898,Nova prótese biônica permite que amputados sintam a perna: vídeo,1,nov protes bion permit amput sint pern vide
5899,"Pessoas que bebem mais água são mais felizes, revela estudo",1,pesso beb agu feliz revel estud
5900,"Alvo de homofobia, professor gay ganha apoio de alunos",1,alv homofob profes gay ganh apoi alun
5901,Idosa lança primeiro livro aos 101 anos,1,idos lanc prim livr 101 ano
5902,Escritor com Down recebe título de ‘Doutor Honoris Causa’,1,escri down receb titul dou honoril caus
5903,"Jaqueta esquenta sozinha, é recarregável e à prova d’água",1,jaquet esquent so recarrega prov d agu
5904,Cão fofo vira sensação durante voo e faz a felicidade dos...,1,cao fof vir sensaca dur voo faz felic
5905,Príncipe Harry refaz passos de Diana contra campos minados na África,1,princip harry refaz pass dian contr camp min afric
5906,Óculos com boas lembranças animam idosos com demência: realidade virtual,1,ocul boa lembranc anim idos demenc real virtual
5907,Primos se reencontram após 75 anos. Um achava que o outro...,1,prim reencontr apo 75 ano ach outr
5908,Cães inseparáveis são adotados juntos: não paravam de se abraçar,1,cae insepara adot junt par abrac
5909,Melhor patrão do mundo paga mínimo de US$ 70 mil a...,1,melhor patra mund pag min us 70
5910,Empresa transforma sucata em violões pra crianças doentes,1,empr transform sucat violo pra crianc doent
5911,Apego de gato pelo dono é similar ao que bebês sentem...,1,apeg gat don simil beb sent
5912,Sobrevivente de câncer é a 1ª a cruzar Canal da Mancha...,1,sobreviv canc cruz canal manch
5913,Down idoso comemora 77 anos contra todas as probabilidades,1,down idos comem 77 ano contr tod probabil
5914,Pais montam salão para garoto de 11 anos prodígio dos cabelos,1,pal mont sala garot 11 ano prodigi cabel
5915,Gentileza é a 1º qualidade que as pessoas buscam em parceiros,1,gentil qual pesso busc parc
5916,Fóssil de pinguim gigante encontrado na Oceania impressiona,1,fossil pinguim gigant encontr ocean impress
5917,França testa táxi aquático limpo para melhorar trânsito: vídeo,1,franc test tax aqua limp melhor transit vide
5918,Homem vence duas vezes o câncer e fica milionário na loteria,1,hom venc dua vez canc fic milionari lot
5919,Ressonância comprova poder do beijo em cérebro de bebê,1,ressonanc comprov pod beij cerebr beb
5920,Rod Stewart anuncia: está livre do câncer! E faz apelo por...,1,rod stewart anunc livr canc faz apel
5921,J.K. Rowling doa US$ 18 milhões para pesquisas sobre esclerose múltipla,1,j k rowling doa us 18 milho pesquis sobr escleros multipl
5922,Sexta-feira 13 terá lua cheia: fenômeno só visto há 20 anos,1,sext feir 13 lua chei fenomen vist 20 ano
5923,Itália paga R$ 3 mil para quem se mudar e abrir...,1,ital pag r 3 mud abr
5924,Pesquisadores encontram água em planeta habitável,1,pesquis encontr agu planet habita
5925,País compra últimos elefantes de circo para que possam se aposentar,1,pal compr ult elefant circ poss aposent
5926,Alemanha inaugura estrada elétrica que reduz emissão de poluentes,1,alemanh inaug estr eletr reduz emissa polu
5927,Abraço de amizade de garotinhos de 2 anos emociona web. Vídeo,1,abrac amizad garot 2 ano emoc web vide
5928,Cego cria bengala inteligente para proteger quem não enxerga,1,ceg cri bengal intelig proteg enxerg
5929,"Otimistas vivem até 15% mais, comprova novo estudo",1,otim viv 15 comprov nov estud
5930,Homem sem-teto volta pra família depois de 24 anos,1,hom tet volt pra famil 24 ano
5931,Homem faz sucesso com fotos de trabalho doméstico: conquistar namorada,1,hom faz sucess fot trabalh domes conquist namor
5932,DiCaprio e Will Smith se unem para ajudar a Amazônia,1,dicapri will smith un ajud amazon
5933,Garota com próteses duplas estreia na passarela da Fashion Week em...,1,garot protes dupl estre passarel fashion week
5934,"Geração Y come menos carne e açúcar por ética, saúde e...",1,geraca y com menos carn acuc etic saud
5935,Atriz é a primeira fisiculturista com nanismo a competir,1,atriz prim fisicultur nan compet
5936,Jovem cria utensílios biodegradáveis de sementes de abacate,1,jov cri utensili biodegrada sement abacat
5937,Funcionários dançam pra acalmar criança no caixa do supermercado. Vídeo,1,funcionari danc pra acalm crianc caix supermerc vide
5938,Pai cria empresa pra dar milhares de empregos a autistas,1,pai cri empr pra dar milh empreg autist
5939,Refugiada do Sudão é o novo rosto da Channel,1,refugi suda nov rost channel
5940,Empresa transforma lixo oceânico em combustível,1,empr transform lix ocean combusti
5941,Homem acorda do coma após 5 anos e diz “eu te...,1,hom acord com apo 5 ano diz
5942,Filhote prestes a morrer de fome fica irreconhecível após ser adotado,1,filhot prest morr fom fic irreconheci apo ser adot
5943,Rede mundial de hotéis elimina frascos de plástico para shampoo,1,red mund hotel elimin frasc plas shampo
5944,Presidente de Parlamento embala bebê de pais gays durante debate,1,presid parl embal beb pal gay dur debat
